Longitude,Latitude,ID2,ROW,COLUMN,ID,Horizons,Depth (cm),DHue,DVal,DChr,Mhue,MVal,MChr,% Clay,Structure,DConsist,WConsist,Stickiness,Plasticity,Roots,Pores,ISFs,Misc. Features
-117.084138,46.779246,53,3,13,53,A,39,10YR,4,3,10YR,2,2,,2f-cosbk,sh,vfr,ss,sp,3vf,3vfdt,-,some worm channels
-117.084138,46.779246,53,3,13,53,AB,70,10YR,4,3,10YR,2,2,,2fgr-2msbk,sh,fr,ss,sp,3vf,3vfi&dt,-,"earthworm casts, lots of granular material dispersed throughout"
-117.084138,46.779246,53,3,13,53,EB,84,10YR,6,3,10YR,3,3,,2fgr-2msbk,sh,vfr,ss,po-sp,3vf,3vfi&dt,-,"beginnings of eluvial horizon, earthworm casts"
-117.084138,46.779246,53,3,13,53,Btb,122,10YR,5,4,10YR,3,4,,2m-cosbk-2fpr,h,fr,s,p,1vf,3vfdt,cdpf,"clay skins, heavy in top of horizon thinning down the profile, large filled krotovinas"
-117.084138,46.779246,53,3,13,53,Bwb,122+,10YR,6,4,10YR,3,4,,2m-cosbk,h,vfr,ss,po,-,3vfdt,ffpf,"clay films, filled krotovinas"
-117.083302,46.77923,55,3,15,55,Ap,17,10YR,4,2,10YR,2,1,,2f-cogr-2fbk,sh,vfr,so,sp,3vf,2vfi&dt,-,-
-117.083302,46.77923,55,3,15,55,A,46,10YR,4,4,10YR,3,3,,2cogr-2msbk,sh,vfr,ss,sp,3vf,3vfi&dt,"cdpf, fppo","washed silts, filled krotovinas"
-117.083302,46.77923,55,3,15,55,Bw1,83,10YR,5,4,10YR,3,3,,2m-cosbk,mh,fr,ss,sp,2-3vf,3vfdt,"cppo, cdpf, cfpf","filled krotovinas, washed silts, clay films"
-117.083302,46.77923,55,3,15,55,Bw2,122,10YR,6,4,10YR,3,4,,2cosbk-2fpr,h,fr,ss,sp,2vf,3vfdt,"fppo, fdpf, cdpf","large filled krotovinas, washed silts, clay films"
-117.083302,46.77923,55,3,15,55,Bwb,122+,10YR,6,3,10YR,4,4,,2f-msbk,sh,lo,s,po,1vf,2vfdt,fppo,filled krotovinas
-117.082466,46.779336,57,3,17,57,Ap,22,10YR,4,2,10YR,2,1,,2mgr-2fsbk,sh,vfr,so,sp,3vf,3vfi&dt,-,earthworm casts
-117.082466,46.779336,57,3,17,57,AB,49,10YR,4,3,10YR,3,3,,2m-cosbk,sh,vfr,ss,sp,3vf,3vfdt,ffpf,"clay films, filled & open worm channels"
-117.082466,46.779336,57,3,17,57,Bw1,83,10YR,4,4,10YR,3,4,,2m-cosbk,sh,vfr,ss,sp,2vf,3vf-fdt,ffpf,"clay films, filed krotovina"
-117.082466,46.779336,57,3,17,57,Bw2,114,10YR,5,4,10YR,4,4,,2cosbk,sh,vfr,so-ss,po,2vf,3vfdt,ffpf,clay films
-117.082466,46.779336,57,3,17,57,Bwk,114+,10YR,6,4,10YR,3,4,,2fsbk,lo-sh,vfr,lo,po,1vf,2-3vfdt,cppf,"carbonates (es), faint krotovina"
-117.0816001,46.77925244,59,3,19,57,Ap,17,10YR,4,2,10YR,2,1,,2fgr-2vfsbk,h,fr-fi,ss,sp,1-2vf,2vfi&dt,-,compacted
-117.0816001,46.77925244,59,3,19,59,A,38,10YR,4,2,10YR,2,1,,2mgr-2fsbk,mh,fi,ss,sp,2vf,2vfi&dt,fdpf,"OM-clays, worm channels"
-117.0816001,46.77925244,59,3,19,59,AB,66,10YR,4,4,10YR,3,2,,2msbk-2fpr,sh,fr,ss,po,2vf,3vfdt,cdpf,"OM-clays, large night crawler channel"
-117.0816001,46.77925244,59,3,19,59,Bw1,107,10YR,6,4,10YR,4,3,,2msbk-2fpr,sh,fr-fi,s,p,2-3vf,3vf-fdt,"cppf, cdpo","clay lamellae (3-4 cm thick), skeletans, OM-clay in channels"
-117.0816001,46.77925244,59,3,19,59,Bw2,133,10YR,6,6,10YR,4,4,,2msbk-2mpr,h,fr,s,sp-p,1vf,3vf-fdt,"mppf, cfpf, fdpf","OM-clay films, Mn-nodules, clay lamellae"
-117.0816001,46.77925244,59,3,19,59,Bwb,133+,10YR,6,4,10YR,4,4,,2f-msbk-2fpr,sh,fr,ss,sp,1vf,2-3vfdt,cppf,"clay films, faint filled krotovina"
-117.080794,46.779135,61,3,21,61,Ap,15,10YR,4,2,10YR,2,1,,2mgr-3msbk,mh,vfr,ss,sp,3vf,3vfi&dt,-,slightly compacted
-117.080794,46.779135,61,3,21,61,A,32,10YR,4,1,10YR,2,2,,2msbk-2mgr,h,fr,ss,sp,3vf,3vf-fdt,cdpf,"earthworm casts, small burrows"
-117.080794,46.779135,61,3,21,61,AE,51.5,10YR,5,2,10YR,3,1,,2msbk-2fpr,h,vfr,s,sp,2vf,3vfdt,fdpf,washed silts
-117.080794,46.779135,61,3,21,61,EB1,67,10YR,6,2,10YR,4,2,,3msbk-3fpr,h,fr-fi,ss,po,1-2vf,3vf-fdt,cppf,"washed silts, mostly eluvial horizon"
-117.080794,46.779135,61,3,21,61,EB2,83,10YR,5,2,10YR,3,2,,2f-msbk,h,fi,s,sp,1vf,2vf-fdt,cdpf,OM-clay films mixed with eluviation/reduction
-117.080794,46.779135,61,3,21,61,Btb1,100,10YR,5,3,10YR,3,3,,3f-msbk,sh,fi,s,p,1vf,1vfdt,cppf,"OM-clay skins, OM in root channels"
-117.080794,46.779135,61,3,21,61,Btb2,128,10YR,7,4,10YR,4,4,,3f-mabk,sh,fi,s,p,-,1-2vfdt,"cppf, cppo","organo-argillans, skeletans, Fe-oxides"
-117.080794,46.779135,61,3,21,61,Btb3,128+,10YR,6,4,10YR,4,3,,3mabk-2fpr,h,fr,s,p,-,1-2vfdt,"cppf, cppo",organo-argillans on ped faces and root channels
-117.079958,46.779369,63,3,23,63,Ap,15,10YR,4,2,10YR,2,1,,2mgr-2mbk,mh,fr,so,po,2vf,2vfi&dt,-,slightly compacted
-117.079958,46.779369,63,3,23,63,A,41,10YR,3,3,10YR,2,2,,2mgr-2msbk,sh,vfr,ss,sp,2vf-f,3vfi&dt,-,earthworm casts
-117.079958,46.779369,63,3,23,63,AB,67,10YR,3,4,10YR,2,2,,2f-cosbk,sh,vfr,ss,sp,2-3vf,3vfdt,-,large open channel
-117.079958,46.779369,63,3,23,63,BE1,92,10YR,5,3,10YR,3,2,,2m-cosbk,mh,fr,ss,po,1vf,3vfdt,cppf,washed silts
-117.079958,46.779369,63,3,23,63,BE2,114,10YR,5,4,10YR,3,4,,2msbk-2fpr,h,fr,ss-s,p,1vf-f,3vfdt,"fdpf, cdpf","clay films (streaks), washed silts, filled krotovina"
-117.079958,46.779369,63,3,23,63,Btb,114+,10YR,4,4,10YR,3,4,,2msbk,mh,vfr,ss-s,p,1vf,2vfdt,"cdpf, cdpf","clay skins, skeletans, filled krotovinas"
-117.079122,46.779254,65,3,25,65,Ap,16,10YR,4,2,10YR,2,1,,2vfgr-2mbk,sh,fr,so,po,3vf,3vfi&dt,-,slightly compacted
-117.079122,46.779254,65,3,25,65,A,33,10YR,3,3,10YR,2,1,,2mgr-2msbk,mh,vfr,ss,sp,3vf,3vfi&dt,-,earthworm casts
-117.079122,46.779254,65,3,25,65,AB,57,10YR,4,3,10YR,3,3,,2f-cosbk,mh,vfr,ss,sp,3vf,3vfdt,ffpf,"OM-clay films, filled & open worm channels"
-117.079122,46.779254,65,3,25,65,BE,94,10YR,5,3,10YR,3,3,,2f-cosbk,sh,fr,ss-s,sp,2vf,3vfdt,fppf,"dark clay lamellae, mixed eluvial zone"
-117.079122,46.779254,65,3,25,65,Btb1,128,10YR,4,4,10YR,4,4,,2f-cosbk-2fpr,h,vfr,ss-s,p,1vf,2vfdt,"cppf, cppf","dark clay skins, skeletans, filled krotovina"
-117.079122,46.779254,65,3,25,65,Btb2,128+,10YR,5,4,10YR,4,4,,2f-cosbk-2fpr,h,vfi,s,sp,-,2-3vfdt,"cppf, mppf","clay skins, skeletans"
-117.078286,46.779271,67,3,27,67,Ap,15,10YR,4,2,10YR,2,1,,2mgr-2msbk,mh,vfr,so,sp,2vf,3vfi&dt,-,slightly compacted
-117.078286,46.779271,67,3,27,67,A1,32,10YR,4,2,10YR,2,1,,2mgr-2fsbk,h,fi,so,po,2vf,3vfi&dt,-,earthworm casts
-117.078286,46.779271,67,3,27,67,A2,59,10YR,4,3,10YR,2,2,,2mgr-2f-mbk,sh,vfr,ss,sp,2vf,3vfdt,cppo,open & filled worm channels
-117.078286,46.779271,67,3,27,67,BE1,83,10YR,4,4,10YR,2,2,,2m-cobk,sh,fr,ss,po,1vf,3vf-fdt,ffpf,"washed silts, clay films"
-117.078286,46.779271,67,3,27,67,BE2,104,10YR,5,4,10YR,3,4,,2f-cosbk,mh,vfr,s,p,1vf,3vfdt,"cdpf, ffpf","washed silts, clay films, some clay lamellae"
-117.078286,46.779271,67,3,27,67,Btb1,126,7.5YR,4,4,7.5YR,3,4,,2m-cobk-2fpr,h,fi,s,p,1vf,2vfdt,"mppf, fdpf","clay skins, skeletans, OM in channels"
-117.078286,46.779271,67,3,27,67,Btb2,126+,10YR,4,6,10YR,3,4,,2f-msbk,h,vfr,s,p,1vf,3vfdt,"mppf, cppf","clay skins, skeletans"
-117.087813,46.779414,69,4,4,69,Ap,17,10YR,5,3,10YR,2,2,,2fgr-2msbk,mh,fr,so,sp,2vf,2vfi&dt,-,slightly compacted
-117.087813,46.779414,69,4,4,69,A1,30,10YR,4,3,10YR,2,1,,2f-msbk,mh,fr,ss,sp,2-3vf,2vfdt,-,nightcrawler channel
-117.087813,46.779414,69,4,4,69,A2,48,10YR,4,3,10YR,2,2,,2f-msbk,mh,fr,ss,sp,3vf,3vfdt,fdpf,clay films
-117.087813,46.779414,69,4,4,69,BE,76,10YR,5,4,10YR,3,4,,2m-cosbk,sh,vfr,so,sp-p,2vf,3vf-fdt,cppf,washed silts
-117.087813,46.779414,69,4,4,69,EB,91,10YR,6,4,10YR,4,4,,2f-msbk,sh,vfr,so,sp,1vf,2vfdt,cdpi,"clay films inside peds, eluviation/reduction"
-117.087813,46.779414,69,4,4,69,Btb1,133,10YR,4,3,10YR,3,3,,2cosbk-2fpr,mh,fi,s,p,-,3vfdt,"mppf, cppf, fdpo","clay skins, skeletans, filled krotovinas"
-117.087813,46.779414,69,4,4,69,Btb2,133+,10YR,5,4,10YR,3,3,,2cosbk-2fpr,h,fi,s,p,-,2vfdt,"mppf, fppf","clay-OM skins on peds & in root channels, skeletans"
-117.086977,46.779564,71,4,6,71,Ap,13,10YR,5,3,10YR,2,2,,2mgr-2fsbk,mh,vfr,so,sp,2-3vf,2vfi&dt,-,slightly compacted
-117.086977,46.779564,71,4,6,71,A,24,10YR,4,3,10YR,2,2,,2f-msbk,mh,vfr,ss,sp,2vf,3vfi&dt,fdpf,earthworm casts
-117.086977,46.779564,71,4,6,71,Bw1,73,10YR,5,4,10YR,3,4,,2m-cosbk-2fpr,mh,vfr,ss-s,sp,2vf,3vfdt,fppo,"clay films, filled & open small krotovinas"
-117.086977,46.779564,71,4,6,71,Bw2,94,10YR,5,4,10YR,4,4,,2m-cosbk,sh,vfr,ss,sp-p,1-2vf,3vfdt,fdpo,"filled krotovinas, weaker structure than Bw1"
-117.086977,46.779564,71,4,6,71,Bk1,127,10YR,6,4,10YR,4,4,,1-2f-msbk,lo-sh,vfr,so,po,1vf,3vfdt,"ffpo-pf, ffpo","carbonate streaks & pockets, filled krotovinas"
-117.086977,46.779564,71,4,6,71,Bk2,127+,10YR,7,3,10YR,5,4,,1-2f-msbk,lo-sh,vfr,so-ss,po,1vf,2vfdt,"mppf, ffpo","carbonate streaks, filled krotovinas"
-117.0861725,46.77963697,73,4,8,73,Ap,10,10YR,5,2,10YR,2,2,,2mgr-2fsbk,sh,fr,ss,sp,2vf,2vfi&dt,ffpf,"earthworm casts, slightly compacted"
-117.0861725,46.77963697,73,4,8,73,A,25,10YR,4,2,10YR,2,1,,2fgr-2fsbk,mh,vfr,ss,sp,2-3vf,2vfi&dt,cfpf,earthworm casts
-117.0861725,46.77963697,73,4,8,73,AB,52,10YR,5,3,10YR,3,3,,2mgr-2msbk,sh,vfr,ss-s,sp,2-3vf,2vfi&dt,cfpf,earthworm casts & channels
-117.0861725,46.77963697,73,4,8,73,Bw1,85,10YR,5,4,10YR,4,4,,2cosbk-2fpr,mh,vfr,s,sp,2-3vf,2vfdt,fppo,"filled krotovinas, some evidence of clay illuviation"
-117.0861725,46.77963697,73,4,8,73,Bw2,116,10YR,5,4,10YR,4,4,,2cosbk,sh,vfr,ss-s,sp,1vf,2vfdt,fppo,"filled krotovinas, some evidence of clay illuviation"
-117.0861725,46.77963697,73,4,8,73,Bk1,135,10YR,6,4,10YR,4,4,,2f-msbk,lo-sh,lo,so-ss,po,1vf,2-3vfdt,"fdpf, fdpf","carbonate streaks, pockets of clay films"
-117.0861725,46.77963697,73,4,8,73,Bk2,135+,10YR,6,4,10YR,4,4,,2f-msbk,sh,fr,so-ss,po,1vf,3vfdt,"fdpo, mppf","old krotovinas, carbonate streaks"
-117.085305,46.779642,75,4,10,75,Ap,18,10YR,4,2,10YR,2,1,,2fgr-2msbk,mh,vfr,so,sp,2vf-f,2vfi&dt,-,slightly compacted
-117.085305,46.779642,75,4,10,75,A1,31,10YR,4,3,10YR,2,2,,2fgr-2f-msbk,sh,vfr,so-ss,sp,3vf,3vfdt,-,-
-117.085305,46.779642,75,4,10,75,A2,54,10YR,5,3,10YR,2,2,,2fgr-2f-msbk,sh,vfr,ss,sp,2-3vf,3vfi&dt,cdpo,earthworm channels
-117.085305,46.779642,75,4,10,75,A3,72,10YR,4,3,10YR,2,2,,2mgr-2f-msbk,sh,fr,s,p,2vf,3vfi&dt,fdpf,earthworm casts
-117.085305,46.779642,75,4,10,75,BE,95,10YR,5,4,10YR,3,4,,2msbk-2fpr,h,vfr,ss-s,sp,1vf,3vfdt,-,eluviation/reduction
-117.085305,46.779642,75,4,10,75,Btb1,133,10YR,6,4,10YR,4,4,,2cosbk-2fpr,mh,fr,s,p,1vf,3vfdt,cdpf,"clay skins, eluvial tongues in top of horizon"
-117.085305,46.779642,75,4,10,75,Btb2,133+,10YR,6,6,10YR,3,4,,2m-cosbk,h,fr,vs,p,1vf,2vfdt,mdpf,clay skins
-117.084469,46.779579,77,4,12,77,Ap,18,10YR,4,2,10YR,2,2,,2f-mgr-3msbk,mh,fi,so,sp,2-3vf,2-3vfi&dt,-,compacted
-117.084469,46.779579,77,4,12,77,A,35,10YR,4,3,10YR,2,2,,2f-mgr-2fsbk,so,vfr,so,sp,2-3vf,3vfi&dt,-,-
-117.084469,46.779579,77,4,12,77,AB,62,10YR,5,3,10YR,3,3,,2f-msbk,so-sh,vfr,so-ss,sp,2-3vf,3vfdt,fdpo,filled vertical krotovinas w/ roots
-117.084469,46.779579,77,4,12,77,AE,96,10YR,6,4,10YR,4,4,,2msbk-2fpr,sh,fr,ss,p,2vf,3vfdt,"mppf, fppf, fppo","skeletans, clay lamellae (vertical bands), filled krotovina, eluviation/reduction"
-117.084469,46.779579,77,4,12,77,Bw1,123,10YR,6,3,10YR,4,4,,2m-cosbk,sh,fi,s,p,1vf,3vf-fdt,"cppf, fppf","clay-OM films, skeletans"
-117.084469,46.779579,77,4,12,77,Bw2,123+,10YR,7,4,10YR,4,4,,2mabk,mh,fr,s,po,1vf,2-3vfdt,fdpf,clay films
-117.083633,46.779595,79,4,14,79,Ap,10.5,10YR,4,2,10YR,2,2,,2fsbk-2mgr,sh,fi,so,sp,3vf,3vfi&dt,ffpf,small earthworm casts
-117.083633,46.779595,79,4,14,79,A1,35,10YR,4,2,10YR,2,2,,2fsbk-2fpr,mh,fi,ss,po,3vf,3vfi&dt,"cppo, fdpf","nightcrawler channels, earthworm casts, areas of washed silts"
-117.083633,46.779595,79,4,14,79,A2,52,10YR,4,3,10YR,2,1,,2msbk-2mgr,sh,fr,ss,sp,3vf,3vfi&dt,cdpo,nightcrawler channels
-117.083633,46.779595,79,4,14,79,AB,74,10YR,5,3,10YR,3,2,,2m-cosbk,so-sh,fr-fi,ss,sp,2vf,3vfdt,"cdpf, cppf","clay films, skeletans, eluvial character in bottom of horizon"
-117.083633,46.779595,79,4,14,79,E,88,10YR,6,3,10YR,4,2,,1fsbk-m,so,fr,so,sp,1vf,2vf-fdt,fdpf,"eluviation/reduction, clay films"
-117.083633,46.779595,79,4,14,79,BE,118,10YR,5,2,10YR,4,3,,2msbk,so-sh,fi,so,p,1vf,2-3vfdt,fdpf,"clay films, eluviation/reduction, OM-clay in channels"
-117.083633,46.779595,79,4,14,79,Btb,118+,10YR,6,4,10YR,3,3,,2f-mpr,mh,vfi,s,p,-,3vfdt,"cppf, cdpf","organo-argillans on ped faces & root channels, Mn-nodules, large filled krotovinas"
-117.082797,46.779585,81,4,16,81,Ap,10,10YR,5,2,10YR,2,2,,2mgr-3fsbk,mh,fr,so,po,3vf,2vfi&dt,slightly compacted,
-117.082797,46.779585,81,4,16,81,A,34,10YR,4,3,10YR,2,1,,2fgr-2msbk,sh,vfr,ss,po,3vf,2vfi&dt,ffpf,earthworm casts
-117.082797,46.779585,81,4,16,81,BE,71,10YR,5,4,10YR,3,3,,2msbk-2fpr,sh,vfr,s,sp,2vf,3vfdt,"fdpf, fdpo","clay films, filled krotovinas, mixed eluvial zone"
-117.082797,46.779585,81,4,16,81,Btb1,99,10YR,5,3,10YR,3,3,,2cosbk-2fpr,sh,vfr,ss,sp-p,1-2vf,3vfdt,"cdpf, fdpf","organo-argillans, skeletans, krotovinas"
-117.082797,46.779585,81,4,16,81,Btb2,124,10YR,6,4,10YR,3,4,,2mpr-2cosbk,sh,vfr,s,sp,1vf,3vfdt,"fdpf, cppf","filled krotovina, clay skins"
-117.082797,46.779585,81,4,16,81,Btb3,124+,10YR,6,6,10YR,3,6,,2m-cosbk,mh,vfr,s,sp,1vf,3vfdt,cfpf,"Mn-nodules, filled larger krotovinas"
-117.081961,46.779424,83,4,18,83,Ap,19,10YR,4,2,10YR,2,1,,3fgr-2fsbk,sh,fr,ss,po,3vf,1vfi&dt,-,compacted
-117.081961,46.779424,83,4,18,83,A1,40,10YR,3,2,10YR,2,1,,2f-mgr,sh,fr,ss,sp,3vf,2vfi&dt,-,small krotovinas (earthworm channels)
-117.081961,46.779424,83,4,18,83,A2,60,10YR,3,3,10YR,2,2,,3fgr-2fpr,h,fr,s,p,2vf,2vfi&dt,cdpf,OM-clays
-117.081961,46.779424,83,4,18,83,Bw1,90.5,7.5YR,4,4,10YR,3,3,,2f-mpr,h-vh,fi,ss,p-vp,2vf,2vfdt,fdpf,"skeletans, clay films"
-117.081961,46.779424,83,4,18,83,Bw2,115.5,10YR,4,4,10YR,3,3,,2f-msbk-2fpr,h,vfi,ss-s,p-vp,2vf-f,1vfdt,cppf,"skeletans, clay films, roots in channels"
-117.081961,46.779424,83,4,18,83,Btb,115.5+,10YR,4,4,10YR,3,4,,2f-mpr,sh,vfr,ss,p,1vf,2vfdt,"cppo, cdpf","OM-clay filled root channels, clay skins"
-117.081125,46.779565,85,4,20,85,Ap,12,10YR,4,2,10YR,2,2,,2vf-fgr-2fbk,sh,vfr,so,po,3vf,3vfi&dt,-,slightly compacted
-117.081125,46.779565,85,4,20,85,A,31,10YR,4,2,10YR,2,2,,2fsbk-2vf-fgr,mh,fr,ss,po,3vf,3vfi&dt,ffpf,earthworm channels
-117.081125,46.779565,85,4,20,85,AB,62,10YR,5,3,10YR,3,3,,2f-msbk,h,fr,ss,po,3vf,3vfdt,ffpf,earthworm channels
-117.081125,46.779565,85,4,20,85,Bw1,90,10YR,6,3,10YR,4,3,,2f-msbk,h,vfr,s,p,2vf,3vfdt,"cdpf, fdpo","clay lamellae, clay films, krotovinas w/ granular material"
-117.081125,46.779565,85,4,20,85,Bw2,112,10YR,5,4,10YR,3,4,,2msbk,h,fr-fi,s,p,1-2vf,2-3vfdt,"cppf, fdpf","clay lamellae (thicker layers than Bw1), filled krotovinas"
-117.081125,46.779565,85,4,20,85,Bw3,112+,10YR,6,4,10YR,4,3,,2msbk-2fpr,h,fi,p,p,1vf,2vfdt,"cppf, cppf, fdpo","thick clay lamellae, skeletans, filled krotovinas"
-117.080289,46.779684,87,4,22,87,Ap,15,10YR,4,2,10YR,2,1,,2mgr-2fsbk,sh,fi,so,sp,2vf,2vfi&dt,-,slightly compacted
-117.080289,46.779684,87,4,22,87,A,46,10YR,3,3,10YR,2,2,,2msbk-2fpr,mh,fr,ss,sp-p,2vf-f,3vfdt,fdpf,earthworm casts & channels
-117.080289,46.779684,87,4,22,87,AB,74,10YR,4,3,10YR,2,2,,2cosbk-2fpr,mh,fi,s,sp,2vf,3vfdt,ffpf,OM-clay films
-117.080289,46.779684,87,4,22,87,Btb1,102,10YR,4,3,10YR,3,4,,2cosbk-2fpr,mh,vfi,s,p,1-2vf,2-3vfdt,cppf,"OM-clay skins, old filled krotovinas"
-117.080289,46.779684,87,4,22,87,Btb2,125,10YR,5,4,10YR,3,3,,2cosbk-2mpr,h,fi,s,p,1vf,3vfdt,"cppf, cdpf, ffpf","skeletans, clay-OM skins, Mn-nodules, old filled krotovina"
-117.080289,46.779684,87,4,22,87,Btb3,125+,10YR,6,4,10YR,3,3,,2cosbk-2fpr,h,fr,s,p,1vf,2-3vfdt,"mppf, fdpf, cfpf","skeletans, clay-OM skins, Mn-nodules"
-117.079447,46.77960671,89,4,24,89,Ap,13,10YR,5,3,10YR,2,2,,2fgr-2fsbk,sh,fr,so,sp,2-3vf,2vfi&dt,-,-
-117.079447,46.77960671,89,4,24,89,A1,32,10YR,4,2,10YR,2,1,,2fgr-2msbk,mh,vfr,ss,po,3vf,3vfi&dt,fdpf,earthworm casts & channels
-117.079447,46.77960671,89,4,24,89,A2,48,10YR,4,3,10YR,2,2,,2fgr-2msbk,sh,fr,ss,sp,3vf,3vfdt,fdpf,earthworm casts
-117.079447,46.77960671,89,4,24,89,Bw1,70,10YR,5,3,10YR,3,2,,2msbk-2fpr,sh,vfr,ss,sp-p,2-3vf,2-3vfdt,ffpf,"clay films, large worm channels w/ OM-clay lining"
-117.079447,46.77960671,89,4,24,89,Bw2,112,10YR,5,4,10YR,3,3,,2m-cosbk,sh,fr,s,sp-p,2vf,2vfdt,cppf,"clay films, krotovina w/ OM lining"
-117.079447,46.77960671,89,4,24,89,Bwb,112+,10YR,6,4,10YR,4,4,,2m-cosbk,mh,lo,ss-s,p,1vf,2vfdt,fdpf,"heavy clay films, filled krotovinas"
-117.078617,46.779552,91,4,26,91,Ap,22,10YR,4,2,10YR,2,1,,2m-cogr,mh,vfr,so,sp,3vf-f,3vfi&dt,-,-
-117.078617,46.779552,91,4,26,91,A1,37,10YR,3,2,10YR,2,1,,2mgr-2msbk,mh,fr,ss,sp,3vf-f,3vfi&dt,-,-
-117.078617,46.779552,91,4,26,91,A2,55,10YR,3,3,10YR,2,1,,3fgr-2msbk,sh,vfr,ss,po,3vf,3vfi&dt,cdpf,earthworm casts
-117.078617,46.779552,91,4,26,91,AB,86,10YR,5,3,10YR,3,3,,2m-cosbk,mh,fr,ss,sp,2vf,2vfdt,-,filled krotovina
-117.078617,46.779552,91,4,26,91,Btb,125,10YR,5,4,10YR,3,3,,2m-cosbk,sh,fr,s,p,1vf,2vfdt,"cppf, cdpf, ffpf","clay lamellae, skeletans, Mn-nodules"
-117.078617,46.779552,91,4,26,91,Bwb,125+,10YR,5,4,10YR,4,3,,2msbk-2fpr,mh,fr,vs,p,1vf,2vfdt,"cdpo, cdpf","krotovinas, clay skins"
-117.077781,46.779494,93,4,28,93,Ap,18,10YR,4,2,10YR,2,1,,2vf-fgr,sh,vfr,so,sp,3vf-f,3vfi,-,-
-117.077781,46.779494,93,4,28,93,A1,34,10YR,3,2,10YR,2,1,,2fgr-2fsbk,mh,vfr,ss,sp,3vf,3vfi&dt,fppo,earthworm channels
-117.077781,46.779494,93,4,28,93,A2,54,10YR,4,3,10YR,2,2,,2f-msbk,sh,vfr,ss,po,3vf,3vfdt,ffpf,small earthworm casts
-117.077781,46.779494,93,4,28,93,AE,84,10YR,5,3,10YR,3,2,,2f-msbk,h,fi,ss-s,p,1-2vf,3vfdt,"cdpf, fdpf","mixed eluvial zone, clay films, lamellae"
-117.077781,46.779494,93,4,28,93,Btb1,121,10YR,4,4,10YR,3,4,,2msbk-2fpr,h,fr,s,p,1vf,3vfdt,"fppf, cppf, cppf, ffpf","large dark clay skins, skeletans, clay skins in peds, Mn-nodules"
-117.077781,46.779494,93,4,28,93,Btb2,121+,10YR,6,6,10YR,4,4,,2msbk-2fpr,mh,fr,s,p,1vf,2vfdt,"cppf, cppf, cdpf","skeletans, lighter clay lamellae, clay skins"
-117.088073,46.77971682,95,5,3,95,Ap,10,10YR,4,2,10YR,2,2,,2mgr-2fbk,sh,fr,so,sp,2vf,2vfi&dt,-,compacted
-117.088073,46.77971682,95,5,3,95,A,31,10YR,5,2,10YR,2,2,,2m-cosbk,h,fi,ss,sp,2vf,2-3vfdt,-,compacted
-117.088073,46.77971682,95,5,3,95,E,65,10YR,6,1,10YR,4,1,,2f-cosbk,mh,fr,ss,so,1-2vf,3vfdt,"cppf, ffco","small oxides on grains, eluviation/reduction"
-117.088073,46.77971682,95,5,3,95,EB,77,10YR,6,2,10YR,4,2,,2msbk,h-vh,fr,s,so,1vf,3vfi&dt,"cppf, cdpo","oxides on grains, mixed eluviation/reduction, OM on peds faces & channels"
-117.088073,46.77971682,95,5,3,95,Bwb1,94,10YR,4,2,10YR,4,2,,2f-msbk,mh,fr,s,sp,1vf,2vfi&dt,"mppf, cdpo",organo-argillans on peds and root channels
-117.088073,46.77971682,95,5,3,95,Bwb2,121,2.5Y,7,4,10YR,4,3,,2msbk,h,fi,ss,sp,-,3vfdt,"cppf, cppo, cdpo","organo-argillans on peds & channels, oxides on grains"
-117.088073,46.77971682,95,5,3,95,Btb1,141,10YR,6,6,10YR,4,4,,2msbk,h-vh,fi,s,p,-,2vfdt,"mppo-pf, cdpf, cdpo","oxides on grains & peds, organo-argillans on peds & channels"
-117.088073,46.77971682,95,5,3,95,Btb2,141+,2.5Y,7,4,10YR,5,4,,3cosbk-2msbk,vh,fr,s,sp-p,-,1-2vfdt,"fppo, mppf","large filled krotovina, OM-clay in root channels, oxides in large spots"
-117.087245,46.779873,97,5,5,97,Ap,12,10YR,5,2,10YR,2,2,,2-3mbk,sh,fi,so,sp,2vf,2vfdt,-,compacted
-117.087245,46.779873,97,5,5,97,A,37,10YR,4,2,10YR,3,2,,2fgr-2msbk,sh,fr,so,sp-p,3vf,3vfi&dt,-,some clay films
-117.087245,46.779873,97,5,5,97,AE,52,10YR,5,3,10YR,3,2,,2msbk,mh,fr,so,sp-p,2vf,3vfdt,-,mixed eluvial zone
-117.087245,46.779873,97,5,5,97,EB,75,10YR,6,3,10YR,4,4,,2msbk,mh,fr,ss,p,1-2vf,2vfdt,ffpf,"clay films, mixed eluviation/reduction"
-117.087245,46.779873,97,5,5,97,Btb1,104.5,10YR,5,4,10YR,4,3,,2m-cosbk,h-vh,fi,s,p,1vf,3vfdt,cdpf,"clay skins, OM lining peds & channels"
-117.087245,46.779873,97,5,5,97,Btb2,135,10YR,5,4,10YR,4,4,,2m-cosbk-2fpr,h-vh,vfi,s,p,1vf,3vfdt,cdpf,"OM-clays, skeletans"
-117.087245,46.779873,97,5,5,97,Btb3,135+,10YR,6,4,10YR,3,4,,3cobk,h,fr,s,p,-,3vf-fdt,cppf,"clay skins, very hard"
-117.086409,46.779935,99,5,7,99,Ap,18,10YR,4,2,10YR,2,1,,2fsbk-2fgr,sh,fr,so,sp,3vf-f,3vfi&dt,-,slightly compacted
