ID2,Latitude,Longitude,Elevation,TopographicWetnessIndex,RelativeSlopePosition,RootDepth,RelativeYieldCV
310,46.78225800102195,-117.08010200000699,799.55828,5.996031,0.577542,,0.1857491292160698
311,46.78222900102349,-117.07968399999959,799.1754,6.258163,0.566072,76.0,0.2005175174924947
312,46.78221345910505,-117.07930181125742,798.00543,6.204861,0.530641,,0.2610375472842217
313,46.78211400102444,-117.0788480000063,797.59765,5.681698,0.51841,58.0,0.1757663204368931
314,46.78212600101877,-117.07843000000486,794.5496,5.143773,0.426053,,0.19787005641273817
315,46.78214736698842,-117.07804184129492,790.77132,6.333615,0.311675,59.0,0.31544303737677964
316,46.78206800102279,-117.07759399999648,790.93107,11.739177,0.316689,,0.23786833922251727
323,46.78249247576862,-117.08513522074556,780.84908,7.057088,0.007923,107.0,0.2730826275679272
324,46.78235000101935,-117.08475100000591,783.54887,6.269413,0.088418,,0.23212397166902046
325,46.78243900102457,-117.0843329999973,785.36817,5.725208,0.143202,43.0,0.17832349636393238
326,46.78239200102046,-117.08391499999708,789.30718,6.042759,0.26278,,0.08376168487885632
327,46.78245500102428,-117.08349699999779,791.91028,5.802805,0.342392,48.0,0.10528786747748736
328,46.782376001026,-117.08307900000527,794.80419,6.221089,0.430677,,0.1674595139126067
329,46.78243781592042,-117.08264527472498,795.90552,5.910881,0.46459,88.0,0.10673630893244555
330,46.782482001026544,-117.08224300000487,797.38373,5.70488,0.509909,,0.13371256273318816
331,46.782284001024536,-117.08182499999559,799.41428,5.925856,0.572082,34.0,0.1707576485274344
332,46.78242300102489,-117.08140700000067,800.0899,5.970812,0.592957,,0.22316493436840423
333,46.78242500102542,-117.08098899999976,800.52808,5.883962,0.606561,78.0,0.17414736023995075
334,46.78228100101826,-117.08057100000482,800.70602,5.830134,0.612305,,0.19231573914179087
335,46.7825440010243,-117.08015299999842,796.90791,6.11439,0.496843,46.0,0.1667791881886093
336,46.78251500102439,-117.07973500000313,796.05113,6.192761,0.47103,,0.15362703307948303
337,46.78247900102643,-117.07931700000188,793.29633,5.999771,0.387551,107.0,0.37414510808130863
338,46.78239454914413,-117.07889104753103,791.86064,5.989604,0.3442,,0.17755750350798122
348,46.78263600102016,-117.08461700000652,781.56055,7.281907,0.027921,,0.192173758482757
349,46.78272500102625,-117.08419900000095,782.89659,6.492656,0.06827,41.0,0.34994803903585103
350,46.782678001020905,-117.08378099999958,788.45521,5.678217,0.23737,,0.12639746850351918
351,46.78274100102689,-117.08336300000215,791.13868,6.223603,0.319245,120.0,0.23171141578724658
352,46.78264762710115,-117.08291878734438,794.02085,6.03261,0.407152,,0.08971913221758454
353,46.78273100102559,-117.08252699999737,794.5905,6.229642,0.424705,74.0,0.09130739339542604
354,46.78276800102594,-117.08210899999632,795.63892,5.993582,0.456862,,0.11463964041704998
355,46.78257000102127,-117.08169100000576,798.13809,5.952251,0.533263,53.0,0.08979616881976939
356,46.782709001020024,-117.08127299999495,797.04835,5.743965,0.500314,,0.27914281300811405
357,46.78271100102581,-117.08085500000271,796.80415,5.68485,0.493238,24.0,0.2645381737488801
358,46.78255607771816,-117.0804140770034,797.90443,5.866301,0.527004,,0.1904563676223059
359,46.78283000102045,-117.08001899999616,792.53729,5.760399,0.364001,74.0,0.2067643113819846
360,46.7828010010184,-117.07960099999447,788.80834,6.430619,0.250978,,0.20178088858473373
371,46.782965967602465,-117.0842298328192,782.1112,6.852352,0.044523,,0.4268523024423074
372,46.78296400101844,-117.08379799999946,785.41572,5.567655,0.144961,,0.26963730506775374
373,46.78302700102018,-117.08337999999654,788.5619,5.648859,0.240831,,0.10331132219535735
374,46.782948001025126,-117.08296200000458,791.57909,6.262977,0.332806,,0.16186854705807555
375,46.78300621768671,-117.0825282690712,791.9723,5.954154,0.344952,,0.16418737120463667
376,46.783054001023594,-117.08212600000057,792.46892,6.088457,0.360271,,0.1486469994200768
377,46.78282132372579,-117.08165033023155,795.51811,6.021722,0.453432,,0.2380686253990166
378,46.78299500101844,-117.0812900000072,793.794,5.849004,0.401191,,0.172307109178735
379,46.782997001023055,-117.08087200000288,793.30912,5.857214,0.386736,,0.23068121983237283
380,46.7828530010257,-117.08045400000438,794.62599,5.717708,0.427231,,0.23252195303930603
381,46.78311600101858,-117.08003599999608,787.68348,6.382019,0.216416,,0.3061363569611035
394,46.783125850543485,-117.08390984862464,782.39284,6.636723,0.053007,,0.5880324723428352
395,46.783313001023814,-117.08349800000067,783.14513,6.3579,0.075781,,0.4585199657174693
396,46.78323400102254,-117.08308000000615,788.23009,5.800767,0.230768,,0.17158955778249976
397,46.783303001018965,-117.08266199999834,787.86026,5.277262,0.21957,,0.16876609125634212
398,46.7833579695522,-117.08227545646749,786.48346,5.712867,0.177756,,0.16933447248508626
399,46.78314200102624,-117.0818259999964,791.59828,5.953938,0.333908,,0.1503030123363999
400,46.783281001026786,-117.08140799999515,788.60067,5.194532,0.242875,,0.19784619948970691
401,46.78328300102112,-117.08098999999554,788.09836,5.643818,0.227956,,0.20475779100161617
402,46.78313900102077,-117.0805719999961,790.71369,5.813044,0.308085,,0.32440374835913843
419,46.78345710419063,-117.08321056236771,783.36118,7.006778,0.082319,,0.5657087195700451
420,46.783515325278806,-117.08277087325422,783.4297,7.822676,0.084445,,0.269644548526154
421,46.78355231528618,-117.08236677699807,783.95631,8.074759,0.10064,,0.3075169188088472
422,46.783428001024674,-117.08193300000734,784.81321,6.86774,0.127012,,0.2876716124226978
423,46.78355263050729,-117.08148354908631,784.29571,8.597717,0.111718,,0.24651747889819092
424,46.783569001019764,-117.08109699999925,784.61569,9.079645,0.121904,,0.38955466708431424
425,46.78342500102128,-117.08067900000205,785.60186,7.06534,0.152395,,0.34210837059342913
